visual_first_3_seconds,voice_first_3_seconds,background_music_type_first_3_seconds,seven_day_views,year,quarter,month,target,last_day_tags,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_1_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,thumbnail_sentiment_2_grouped,time_distribution,date
crowd,text only (to),relevant,4285,2019,3,9,low,tags,politics,emotions,no_video_type_1,text only (to),crowd,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-30
famous personality (fp),voice over (vo),no music,7880,2019,4,10,low,tags,lifestyle,explainers,no_video_type_1,rare,famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-18
other,text only (to),relevant,3859,2019,4,10,low,tags,government,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-03
famous personality (fp),text only (to),relevant,11894,2019,3,9,low,tags,entertainment,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-30
crowd,text only (to),relevant,4153,2019,4,10,low,tags,politics,rare,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-10-01
commoner (np),text only (to),relevant,6520,2019,4,10,low,tags,rare,emotions,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-10-01
famous personality (fp),text only (to),low,2763,2019,4,10,low,tags,entertainment,explainers,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-10-06
other,text only (to),relevant,8003,2019,4,10,low,tags,rare,informative,no_video_type_1,text only (to),crowd,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-10-12
crowd,text only (to),relevant,2600,2019,4,10,low,tags,entertainment,rare,rare,text only (to),crowd,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-10-06
crowd,text only (to),low,7662,2019,3,9,low,tags,sports & games,emotions,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-29
famous personality (fp),text only (to),relevant,3645,2019,3,9,low,tags,politics,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-27
famous personality (fp),text only (to),relevant,2311,2019,3,9,low,tags,global news,emotions,rare,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-26
famous personality (fp),text only (to),loud,5201,2019,3,9,low,tags,rare,rare,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-26
crowd,common voice (optv),no music,3734,2019,4,10,low,tags,lifestyle,inspiring,informative,common voice (optv),crowd,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-10-13
famous personality (fp),voice of famous personality (fpv),no music,9226,2019,3,9,low,tags,politics,day-specific,no_video_type_1,voice of famous personality (fpv),famous personality,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-26
crowd,text only (to),relevant,14803,2019,4,11,low,tags,places,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-11-10
commoner (np),other,relevant,3185,2019,3,9,low,tags,lifestyle,emotions,inspiring,other,commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-27
famous personality (fp),voice of famous personality (fpv),no music,2638,2019,3,9,low,tags,global news,rare,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-25
famous personality (fp),text only (to),relevant,5891,2019,3,9,low,tags,entertainment,rare,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-25
commoner (np),common voice (optv),no music,6022,2019,3,9,low,tags,environment/ecosystem,inspiring,informative,common voice (optv),commoner,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-25
crowd,text only (to),relevant,5826,2019,3,9,low,tags,environment/ecosystem,emotions,day-specific,text only (to),rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-30
famous personality (fp),voice of famous personality (fpv),no music,9154,2019,3,9,low,tags,entertainment,rare,no_video_type_1,voice of famous personality (fpv),famous personality,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-25
other,text only (to),relevant,3046,2019,3,9,low,tags,entertainment,rare,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-26
famous personality (fp),voice of famous personality (fpv),no music,3562,2019,3,9,low,tags,global news,informative,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-23
other,text only (to),relevant,8834,2019,3,9,low,not_editable,government,emotions,informative,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-30
famous personality (fp),voice of famous personality (fpv),no music,12519,2019,4,10,low,tags,entertainment,day-specific,rare,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-10-16
commoner (np),text only (to),loud,1792,2019,3,9,low,tags,sports & games,rare,informative,text only (to),famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-24
famous personality (fp),text only (to),relevant,1423,2019,3,9,low,tags,sports & games,rare,inspiring,text only (to),famous personality,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-25
other,text only (to),relevant,2040,2019,4,10,low,no_tags,places,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-25
other,text only (to),loud,2363,2019,3,9,low,tags,judiciary & crime,explainers,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-29
commoner (np),text only (to),relevant,18420,2019,4,10,low,tags,lifestyle,inspiring,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-01
crowd,text only (to),loud,7105,2019,3,9,low,not_editable,rare,informative,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-23
commoner (np),common voice (optv),no music,12693,2019,3,9,low,tags,global news,rare,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-24
crowd,text only (to),relevant,3512,2019,3,9,low,tags,government,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-26
commoner (np),text only (to),loud,11447,2019,3,9,low,tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-29
famous personality (fp),voice of famous personality (fpv),relevant,2726,2019,3,9,low,tags,entertainment,rare,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-23
famous personality (fp),text only (to),relevant,3725,2019,4,10,low,tags,sports & games,day-specific,rare,text only (to),famous personality,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-10-14
other,text only (to),relevant,2280,2019,3,9,low,tags,politics,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-21
famous personality (fp),text only (to),neutral,6211,2019,3,9,low,no_tags,entertainment,day-specific,rare,text only (to),famous personality,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-28
famous personality (fp),text only (to),relevant,3363,2019,3,9,low,no_tags,sports & games,informative,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-21
famous personality (fp),text only (to),relevant,4324,2019,3,9,low,tags,rare,informative,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-20
other,text only (to),relevant,3213,2019,3,9,low,tags,judiciary & crime,emotions,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-20
famous personality (fp),text only (to),relevant,1036,2019,3,9,low,tags,entertainment,inspiring,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-29
famous personality (fp),text only (to),relevant,7859,2019,3,9,low,tags,politics,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-19
commoner (np),text only (to),relevant,55607,2019,4,10,high,tags,rare,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-28
crowd,crowd,relevant,9508,2019,3,9,low,tags,entertainment,rare,no_video_type_1,rare,famous personality,happy,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-19
crowd,text only (to),relevant,8433,2019,3,9,low,tags,rare,informative,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-23
famous personality (fp),text only (to),relevant,6083,2019,3,9,low,tags,entertainment,day-specific,rare,text only (to),famous personality,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-19
crowd,text only (to),relevant,5358,2019,3,9,low,tags,global news,emotions,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-18
other,voice over (vo),relevant,7803,2019,4,10,low,tags,entertainment,informative,explainers,rare,object,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-10-02
other,voice over (vo),relevant,6448,2019,4,10,low,tags,entertainment,inspiring,no_video_type_1,rare,crowd,happy,no_thumbnail_sentiment,9 PM - 12 AM,2019-10-05
famous personality (fp),text only (to),relevant,2979,2019,3,9,low,tags,global news,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-17
other,text only (to),loud,5498,2019,3,9,low,tags,lifestyle,day-specific,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-27
famous personality (fp),other,relevant,3776,2019,3,9,low,tags,politics,day-specific,no_video_type_1,other,famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-17
other,other,no music,67392,2019,4,10,high,tags,places,informative,no_video_type_1,other,rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-21
crowd,text only (to),relevant,8245,2019,3,9,low,tags,places,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-28
commoner (np),common voice (optv),relevant,3095,2019,3,9,low,tags,sports & games,rare,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-28
other,text only (to),loud,7774,2019,3,9,low,tags,lifestyle,day-specific,rare,text only (to),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-25
other,text only (to),loud,6940,2019,3,9,low,tags,places,explainers,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-18
famous personality (fp),voice of famous personality (fpv),loud,2520,2019,3,9,low,tags,entertainment,rare,no_video_type_1,voice of famous personality (fpv),famous personality,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-20
famous personality (fp),text only (to),neutral,3975,2019,3,9,low,tags,sports & games,day-specific,rare,text only (to),famous personality,happy,rare,9 AM - 12 PM,2019-09-17
famous personality (fp),text only (to),relevant,2201,2019,3,9,low,tags,judiciary & crime,emotions,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-17
commoner (np),text only (to),relevant,8244,2019,3,9,low,tags,rare,emotions,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-20
famous personality (fp),voice over (vo),relevant,68377,2019,3,9,high,tags,rare,rare,inspiring,rare,famous personality,happy,rare,9 AM - 12 PM,2019-09-28
commoner (np),text only (to),relevant,5782,2019,4,10,low,not_editable,places,emotions,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-10-25
other,text only (to),loud,3534,2019,3,9,low,no_tags,global news,emotions,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-19
crowd,crowd,no music,7195,2019,3,9,low,tags,global news,rare,no_video_type_1,rare,commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-16
commoner (np),text only (to),relevant,3935,2019,3,9,low,tags,rare,rare,no_video_type_1,text only (to),commoner,happy,action,12 PM - 03 PM,2019-09-18
commoner (np),text only (to),relevant,8608,2019,3,9,low,tags,rare,inspiring,no_video_type_1,text only (to),commoner,rare,action,12 PM - 03 PM,2019-09-22
commoner (np),text only (to),relevant,12438,2019,3,9,low,tags,rare,emotions,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-22
commoner (np),text only (to),relevant,3116,2019,3,9,low,tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-17
crowd,text only (to),loud,3154,2019,3,9,low,tags,global news,rare,no_video_type_1,text only (to),crowd,rare,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-16
famous personality (fp),text only (to),relevant,50660,2019,3,9,high,tags,politics,day-specific,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-17
crowd,text only (to),relevant,2144,2019,3,9,low,tags,environment/ecosystem,informative,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-13
crowd,text only (to),relevant,5556,2019,3,9,low,tags,rare,informative,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-22
crowd,text only (to),no music,15309,2019,3,9,low,tags,rare,inspiring,no_video_type_1,text only (to),crowd,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-16
crowd,text only (to),relevant,2774,2019,3,9,low,tags,places,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-22
other,text only (to),loud,1799,2019,3,9,low,tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-13
famous personality (fp),text only (to),relevant,9341,2019,3,9,low,tags,sports & games,informative,no_video_type_1,text only (to),famous personality,rare,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-13
crowd,text only (to),relevant,1925,2019,3,9,low,tags,sports & games,informative,no_video_type_1,text only (to),famous personality,happy,rare,3 PM - 6 PM,2019-09-13
famous personality (fp),text only (to),relevant,3975,2019,3,9,low,tags,entertainment,inspiring,informative,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-16
commoner (np),text only (to),relevant,1687,2019,3,9,low,tags,sports & games,informative,no_video_type_1,text only (to),crowd,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-11
other,voice over (vo),relevant,3893,2019,3,9,low,tags,lifestyle,explainers,no_video_type_1,rare,object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-15
other,text only (to),relevant,6931,2019,3,9,low,tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-11
crowd,text only (to),relevant,4537,2019,3,9,low,tags,sports & games,day-specific,rare,text only (to),famous personality,rare,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-11
crowd,text only (to),relevant,7209,2019,4,12,low,tags,sports & games,day-specific,rare,text only (to),famous personality,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-12-17
commoner (np),common voice (optv),no music,4658,2019,3,9,low,tags,global news,rare,no_video_type_1,common voice (optv),commoner,rare,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-11
famous personality (fp),text only (to),relevant,3559,2019,3,9,low,tags,entertainment,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-13
other,text only (to),relevant,2241,2019,3,9,low,tags,environment/ecosystem,informative,no_video_type_1,text only (to),rare,rare,no_thumbnail_sentiment,3 PM - 6 PM,2019-09-15
other,text only (to),neutral,6262,2019,4,11,low,tags,rare,informative,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-11-15
famous personality (fp),voice of famous personality (fpv),relevant,23209,2019,3,9,low,tags,rare,informative,no_video_type_1,voice of famous personality (fpv),famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-09-11
other,text only (to),relevant,94780,2019,3,9,high,tags,judiciary & crime,day-specific,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-09-11
famous personality (fp),text only (to),relevant,6353,2019,3,9,low,tags,entertainment,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-09-12
other,text only (to),relevant,3379,2019,4,10,low,tags,technology & innovations,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-10-05
other,text only (to),relevant,4148,2019,4,11,low,tags,technology & innovations,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-11-21
commoner (np),text only (to),relevant,10206,2019,3,9,low,tags,rare,inspiring,informative,text only (to),commoner,rare,no_thumbnail_sentiment,6 AM - 9 AM,2019-09-22
